"Accreditation Rates"
2/13/2026

Year,Division,School,Indicator,Subgroup,"Level Code","Percent Passing","Percent Passing With Recovery","Percent Showing Growth","Percent Showing EL Progress or Proficiency","Accreditation Combined Rate","No Proficiency or Growth"
2022,"Spotsylvania County Public Schools","Battlefield Middle","Academic Achievement - English","All Students",SCH,58,4,8,1,71,29
2022,"Spotsylvania County Public Schools","Berkeley Elementary","Academic Achievement - English","All Students",SCH,72,5,11,1,89,11
2022,"Spotsylvania County Public Schools","Brock Road Elementary","Academic Achievement - English","All Students",SCH,74,5,10,1,89,11
2022,"Spotsylvania County Public Schools","Cedar Forest Elementary","Academic Achievement - English","All Students",SCH,63,8,14,2,88,12
2022,"Spotsylvania County Public Schools","Chancellor Elementary","Academic Achievement - English","All Students",SCH,88,2,6,1,96,4
2022,"Spotsylvania County Public Schools","Chancellor High","Academic Achievement - English","All Students",SCH,83,0,0,1,84,16
2022,"Spotsylvania County Public Schools","Chancellor Middle","Academic Achievement - English","All Students",SCH,61,5,7,1,74,26
2022,"Spotsylvania County Public Schools","Courthouse Road Elementary","Academic Achievement - English","All Students",SCH,79,5,8,1,93,7
2022,"Spotsylvania County Public Schools","Courtland Elementary","Academic Achievement - English","All Students",SCH,74,2,9,1,86,14
2022,"Spotsylvania County Public Schools","Courtland High","Academic Achievement - English","All Students",SCH,85,0,0,0,85,15
2022,"Spotsylvania County Public Schools","Freedom Middle","Academic Achievement - English","All Students",SCH,71,4,5,0,80,20
2022,"Spotsylvania County Public Schools","Harrison Road Elementary","Academic Achievement - English","All Students",SCH,61,8,15,4,87,13
2022,"Spotsylvania County Public Schools","Lee Hill Elementary","Academic Achievement - English","All Students",SCH,67,7,14,2,89,11
2022,"Spotsylvania County Public Schools","Livingston Elementary","Academic Achievement - English","All Students",SCH,71,10,10,0,90,10
2022,"Spotsylvania County Public Schools","Massaponax High","Academic Achievement - English","All Students",SCH,83,0,0,0,83,17
2022,"Spotsylvania County Public Schools","Ni River Middle","Academic Achievement - English","All Students",SCH,72,3,5,0,80,20
2022,"Spotsylvania County Public Schools","Parkside Elementary","Academic Achievement - English","All Students",SCH,72,6,9,1,88,12
2022,"Spotsylvania County Public Schools","Post Oak Middle","Academic Achievement - English","All Students",SCH,60,4,8,0,72,28
2022,"Spotsylvania County Public Schools","Riverbend High ","Academic Achievement - English","All Students",SCH,87,0,0,0,87,13
2022,"Spotsylvania County Public Schools","Riverview Elementary","Academic Achievement - English","All Students",SCH,73,12,8,1,93,7
2022,"Spotsylvania County Public Schools","Salem Elementary","Academic Achievement - English","All Students",SCH,63,7,16,2,88,12
2022,"Spotsylvania County Public Schools","Smith Station Elementary","Academic Achievement - English","All Students",SCH,69,5,11,2,87,13
2022,"Spotsylvania County Public Schools","Spotswood Elementary","Academic Achievement - English","All Students",SCH,57,7,18,2,83,17
2022,"Spotsylvania County Public Schools","Spotsylvania Elementary","Academic Achievement - English","All Students",SCH,71,7,9,1,88,12
2022,"Spotsylvania County Public Schools","Spotsylvania High","Academic Achievement - English","All Students",SCH,80,0,0,1,81,19
2022,"Spotsylvania County Public Schools","Spotsylvania Middle","Academic Achievement - English","All Students",SCH,62,3,6,0,71,29
2022,"Spotsylvania County Public Schools","Thornburg Middle","Academic Achievement - English","All Students",SCH,59,3,9,0,71,29
2022,"Spotsylvania County Public Schools","Wilderness Elementary","Academic Achievement - English","All Students",SCH,67,6,13,3,89,11
2022,"Stafford County Public Schools","Andrew G. Wright Middle","Academic Achievement - English","All Students",SCH,64,5,6,1,76,24
2022,"Stafford County Public Schools","Anne E. Moncure Elementary","Academic Achievement - English","All Students",SCH,44,27,16,2,90,10
2022,"Stafford County Public Schools","Anthony Burns Elementary","Academic Achievement - English","All Students",SCH,68,11,13,1,92,8
2022,"Stafford County Public Schools","Brooke Point High","Academic Achievement - English","All Students",SCH,95,0,0,0,96,4
2022,"Stafford County Public Schools","Colonial Forge High","Academic Achievement - English","All Students",SCH,94,0,0,0,94,6
2022,"Stafford County Public Schools","Conway Elementary","Academic Achievement - English","All Students",SCH,49,31,7,2,89,11
2022,"Stafford County Public Schools","Donald B. Dixon-Lyle R. Smith Middle","Academic Achievement - English","All Students",SCH,66,4,5,0,75,25
2022,"Stafford County Public Schools","Edward E. Drew Jr. Middle","Academic Achievement - English","All Students",SCH,62,7,8,1,78,22
2022,"Stafford County Public Schools","Falmouth Elementary","Academic Achievement - English","All Students",SCH,48,28,11,1,89,11
2022,"Stafford County Public Schools","Ferry Farm Elementary","Academic Achievement - English","All Students",SCH,65,7,13,1,86,14
2022,"Stafford County Public Schools","Garrisonville Elementary","Academic Achievement - English","All Students",SCH,51,29,11,1,92,8
2022,"Stafford County Public Schools","Grafton Village Elementary","Academic Achievement - English","All Students",SCH,67,13,9,1,89,11
2022,"Stafford County Public Schools","H.H. Poole Middle","Academic Achievement - English","All Students",SCH,63,4,6,0,74,26
2022,"Stafford County Public Schools","Hampton Oaks Elementary","Academic Achievement - English","All Students",SCH,51,28,11,2,91,9
2022,"Stafford County Public Schools","Hartwood Elementary","Academic Achievement - English","All Students",SCH,72,8,9,0,89,11
2022,"Stafford County Public Schools","Kate Waller Barrett Elementary","Academic Achievement - English","All Students",SCH,51,34,9,1,95,5
2022,"Stafford County Public Schools","Margaret Brent Elementary ","Academic Achievement - English","All Students",SCH,57,31,5,0,94,6
2022,"Stafford County Public Schools","Mountain View High ","Academic Achievement - English","All Students",SCH,98,0,0,0,98,2
2022,"Stafford County Public Schools","North Stafford High","Academic Achievement - English","All Students",SCH,94,0,0,1,95,5
2022,"Stafford County Public Schools","Park Ridge Elementary","Academic Achievement - English","All Students",SCH,52,30,7,1,90,10
2022,"Stafford County Public Schools","Rockhill Elementary","Academic Achievement - English","All Students",SCH,52,27,10,0,90,10
2022,"Stafford County Public Schools","Rocky Run Elementary","Academic Achievement - English","All Students",SCH,63,8,17,1,88,12
2022,"Stafford County Public Schools","Rodney E. Thompson Middle","Academic Achievement - English","All Students",SCH,77,4,4,1,85,15
2022,"Stafford County Public Schools","Shirley C. Heim Middle","Academic Achievement - English","All Students",SCH,58,6,9,1,74,26
2022,"Stafford County Public Schools","Stafford Elementary","Academic Achievement - English","All Students",SCH,66,8,12,1,87,13
2022,"Stafford County Public Schools","Stafford Middle","Academic Achievement - English","All Students",SCH,60,5,8,0,73,27
2022,"Stafford County Public Schools","Stafford Senior High","Academic Achievement - English","All Students",SCH,95,0,0,1,96,4
2022,"Stafford County Public Schools","T. Benton Gayle Middle","Academic Achievement - English","All Students",SCH,67,4,7,0,79,21
2022,"Stafford County Public Schools","Widewater Elementary","Academic Achievement - English","All Students",SCH,61,8,17,2,88,12
2022,"Stafford County Public Schools","Winding Creek Elementary","Academic Achievement - English","All Students",SCH,57,31,6,1,95,5
2022,"Staunton City Public Schools","Arthur R. Ware Elementary","Academic Achievement - English","All Students",SCH,66,5,15,0,86,14
2022,"Staunton City Public Schools","Bessie Weller Elementary","Academic Achievement - English","All Students",SCH,60,6,19,1,86,14
2022,"Staunton City Public Schools","Shelburne Middle","Academic Achievement - English","All Students",SCH,66,6,12,0,85,15
2022,"Staunton City Public Schools","Staunton High","Academic Achievement - English","All Students",SCH,90,0,0,0,90,10
2022,"Staunton City Public Schools","Thomas C. McSwain Elementary","Academic Achievement - English","All Students",SCH,79,2,10,0,91,9
2022,"Suffolk City Public Schools","Booker T. Washington Elementary","Academic Achievement - English","All Students",SCH,52,5,20,0,78,22
2022,"Suffolk City Public Schools","Colonel Fred Cherry Middle","Academic Achievement - English","All Students",SCH,75,1,5,0,82,18
2022,"Suffolk City Public Schools","Creekside Elementary","Academic Achievement - English","All Students",SCH,69,1,13,0,83,17
2022,"Suffolk City Public Schools","Elephant's Fork Elementary","Academic Achievement - English","All Students",SCH,65,2,17,0,84,16
2022,"Suffolk City Public Schools","Florence Bowser Elementary","Academic Achievement - English","All Students",SCH,77,2,9,0,88,12
2022,"Suffolk City Public Schools","Forest Glen Middle","Academic Achievement - English","All Students",SCH,64,4,8,0,75,25
2022,"Suffolk City Public Schools","Hillpoint Elementary","Academic Achievement - English","All Students",SCH,54,4,14,0,71,29
2022,"Suffolk City Public Schools","John F. Kennedy Middle","Academic Achievement - English","All Students",SCH,58,6,10,0,73,27
2022,"Suffolk City Public Schools","John Yeates Middle","Academic Achievement - English","All Students",SCH,80,0,3,0,84,16
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Academic Achievement - English","All Students",SCH,74,0,10,0,84,16
2022,"Suffolk City Public Schools","King's Fork High","Academic Achievement - English","All Students",SCH,76,0,0,0,76,24
2022,"Suffolk City Public Schools","King's Fork Middle","Academic Achievement - English","All Students",SCH,62,0,9,0,71,29
2022,"Suffolk City Public Schools","Lakeland High","Academic Achievement - English","All Students",SCH,72,0,0,0,72,28
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Academic Achievement - English","All Students",SCH,54,5,19,0,79,21
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Academic Achievement - English","All Students",SCH,64,5,13,0,82,18
2022,"Suffolk City Public Schools","Nansemond River High","Academic Achievement - English","All Students",SCH,84,0,0,0,84,16
2022,"Suffolk City Public Schools","Northern Shores Elementary","Academic Achievement - English","All Students",SCH,81,0,10,0,91,9
2022,"Suffolk City Public Schools","Oakland Elementary","Academic Achievement - English","All Students",SCH,67,6,14,0,87,13
2022,"Suffolk City Public Schools","Southwestern Elementary","Academic Achievement - English","All Students",SCH,71,4,12,0,87,13
2022,"Surry County Public Schools","Luther P. Jackson Middle","Academic Achievement - English","All Students",SCH,68,11,4,0,83,17
2022,"Surry County Public Schools","Surry County High","Academic Achievement - English","All Students",SCH,86,1,0,0,87,13
2022,"Surry County Public Schools","Surry Elementary","Academic Achievement - English","All Students",SCH,61,10,16,0,87,13
2022,"Sussex County Public Schools","Sussex Central Elementary","Academic Achievement - English","All Students",SCH,61,4,16,0,81,19
2022,"Sussex County Public Schools","Sussex Central High","Academic Achievement - English","All Students",SCH,80,0,0,0,80,20
2022,"Sussex County Public Schools","Sussex Central Middle","Academic Achievement - English","All Students",SCH,68,3,10,0,81,19
2022,"Tazewell County Public Schools","Abb's Valley-Boissevain Elementary","Academic Achievement - English","All Students",SCH,63,9,18,0,89,11
2022,"Tazewell County Public Schools","Cedar Bluff Elementary","Academic Achievement - English","All Students",SCH,74,9,9,0,92,8
2022,"Tazewell County Public Schools","Dudley Primary","Academic Achievement - English","All Students",SCH,78,4,10,0,93,7
2022,"Tazewell County Public Schools","Graham High","Academic Achievement - English","All Students",SCH,97,2,0,0,99,1
2022,"Tazewell County Public Schools","Graham Intermediate","Academic Achievement - English","All Students",SCH,78,4,10,0,93,7
2022,"Tazewell County Public Schools","Graham Middle","Academic Achievement - English","All Students",SCH,78,6,4,0,87,13
2022,"Tazewell County Public Schools","Richlands Elementary","Academic Achievement - English","All Students",SCH,83,0,8,0,91,9
2022,"Tazewell County Public Schools","Richlands High","Academic Achievement - English","All Students",SCH,96,0,0,0,96,4
2022,"Tazewell County Public Schools","Richlands Middle","Academic Achievement - English","All Students",SCH,72,4,7,0,83,17
2022,"Tazewell County Public Schools","Tazewell High","Academic Achievement - English","All Students",SCH,98,0,0,0,98,2
2022,"Tazewell County Public Schools","Tazewell Intermediate","Academic Achievement - English","All Students",SCH,73,5,7,0,85,15
2022,"Tazewell County Public Schools","Tazewell Middle","Academic Achievement - English","All Students",SCH,71,5,5,0,82,18
2022,"Tazewell County Public Schools","Tazewell Primary","Academic Achievement - English","All Students",SCH,73,5,7,0,85,15
2022,"Virginia Beach City Public Schools","Alanton Elementary","Academic Achievement - English","All Students",SCH,81,4,8,0,93,7
2022,"Virginia Beach City Public Schools","Arrowhead Elementary","Academic Achievement - English","All Students",SCH,74,7,11,0,93,7
2022,"Virginia Beach City Public Schools","Bayside Elementary","Academic Achievement - English","All Students",SCH,68,11,12,1,93,7
2022,"Virginia Beach City Public Schools","Bayside High","Academic Achievement - English","All Students",SCH,83,0,0,0,84,16
2022,"Virginia Beach City Public Schools","Bayside Middle","Academic Achievement - English","All Students",SCH,64,6,6,0,75,25
2022,"Virginia Beach City Public Schools","Birdneck Elementary","Academic Achievement - English","All Students",SCH,60,6,18,0,84,16
2022,"Virginia Beach City Public Schools","Brandon Middle","Academic Achievement - English","All Students",SCH,73,4,5,0,83,17
2022,"Virginia Beach City Public Schools","Brookwood Elementary","Academic Achievement - English","All Students",SCH,73,4,10,0,88,12
2022,"Virginia Beach City Public Schools","Centerville Elementary","Academic Achievement - English","All Students",SCH,79,8,7,0,94,6
2022,"Virginia Beach City Public Schools","Christopher Farms Elementary","Academic Achievement - English","All Students",SCH,81,5,7,1,93,7
2022,"Virginia Beach City Public Schools","College Park Elementary","Academic Achievement - English","All Students",SCH,68,8,14,0,90,10
2022,"Virginia Beach City Public Schools","Corporate Landing Elementary","Academic Achievement - English","All Students",SCH,74,7,12,0,93,7
2022,"Virginia Beach City Public Schools","Corporate Landing Middle","Academic Achievement - English","All Students",SCH,73,5,4,0,82,18
2022,"Virginia Beach City Public Schools","Creeds Elementary","Academic Achievement - English","All Students",SCH,90,5,3,0,98,2
2022,"Virginia Beach City Public Schools","Diamond Springs Elementary","Academic Achievement - English","All Students",SCH,63,0,21,1,85,15
2022,"Virginia Beach City Public Schools","Fairfield Elementary","Academic Achievement - English","All Students",SCH,81,6,8,0,95,5
2022,"Virginia Beach City Public Schools","First Colonial High","Academic Achievement - English","All Students",SCH,89,0,0,0,90,10
2022,"Virginia Beach City Public Schools","Floyd Kellam High","Academic Achievement - English","All Students",SCH,93,0,0,0,93,7
2022,"Virginia Beach City Public Schools","Frank W. Cox High","Academic Achievement - English","All Students",SCH,92,0,0,0,92,8
2022,"Virginia Beach City Public Schools","Glenwood Elementary","Academic Achievement - English","All Students",SCH,82,5,7,0,94,6
2022,"Virginia Beach City Public Schools","Great Neck Middle","Academic Achievement - English","All Students",SCH,86,2,2,0,90,10
2022,"Virginia Beach City Public Schools","Green Run Collegiate","Academic Achievement - English","All Students",SCH,88,0,0,0,88,12
2022,"Virginia Beach City Public Schools","Green Run Elementary","Academic Achievement - English","All Students",SCH,65,11,12,1,89,11
2022,"Virginia Beach City Public Schools","Green Run High","Academic Achievement - English","All Students",SCH,82,0,0,0,82,18
2022,"Virginia Beach City Public Schools","Hermitage Elementary","Academic Achievement - English","All Students",SCH,81,5,4,0,91,9
2022,"Virginia Beach City Public Schools","Holland Elementary","Academic Achievement - English","All Students",SCH,75,5,10,0,91,9
2022,"Virginia Beach City Public Schools","Independence Middle","Academic Achievement - English","All Students",SCH,72,4,5,0,81,19
2022,"Virginia Beach City Public Schools","Indian Lakes Elementary","Academic Achievement - English","All Students",SCH,74,7,9,0,90,10
2022,"Virginia Beach City Public Schools","John B. Dey Elementary","Academic Achievement - English","All Students",SCH,87,2,4,1,94,6
2022,"Virginia Beach City Public Schools","Kempsville Elementary","Academic Achievement - English","All Students",SCH,81,4,8,0,92,8
2022,"Virginia Beach City Public Schools","Kempsville High","Academic Achievement - English","All Students",SCH,85,0,0,0,85,15
2022,"Virginia Beach City Public Schools","Kempsville Meadows Elementary","Academic Achievement - English","All Students",SCH,77,6,7,0,90,10
2022,"Virginia Beach City Public Schools","Kempsville Middle","Academic Achievement - English","All Students",SCH,72,3,6,0,81,19
2022,"Virginia Beach City Public Schools","King's Grant Elementary","Academic Achievement - English","All Students",SCH,68,6,16,1,91,9
2022,"Virginia Beach City Public Schools","Kingston Elementary","Academic Achievement - English","All Students",SCH,94,1,2,0,97,3
2022,"Virginia Beach City Public Schools","Landstown Elementary","Academic Achievement - English","All Students",SCH,80,3,7,1,92,8
2022,"Virginia Beach City Public Schools","Landstown High","Academic Achievement - English","All Students",SCH,87,0,0,0,88,12
2022,"Virginia Beach City Public Schools","Landstown Middle","Academic Achievement - English","All Students",SCH,75,4,4,0,83,17
2022,"Virginia Beach City Public Schools","Larkspur Middle","Academic Achievement - English","All Students",SCH,71,4,5,0,80,20
2022,"Virginia Beach City Public Schools","Linkhorn Park Elementary","Academic Achievement - English","All Students",SCH,79,6,7,1,93,7
2022,"Virginia Beach City Public Schools","Luxford Elementary","Academic Achievement - English","All Students",SCH,63,6,17,0,85,15
2022,"Virginia Beach City Public Schools","Lynnhaven Elementary","Academic Achievement - English","All Students",SCH,69,11,8,0,88,12
2022,"Virginia Beach City Public Schools","Lynnhaven Middle","Academic Achievement - English","All Students",SCH,73,4,5,0,82,18
2022,"Virginia Beach City Public Schools","Malibu Elementary","Academic Achievement - English","All Students",SCH,73,6,8,1,89,11
2022,"Virginia Beach City Public Schools","New Castle Elementary","Academic Achievement - English","All Students",SCH,86,5,6,0,97,3
2022,"Virginia Beach City Public Schools","Newtown Elementary","Academic Achievement - English","All Students",SCH,63,0,21,1,85,15
2022,"Virginia Beach City Public Schools","North Landing Elementary","Academic Achievement - English","All Students",SCH,94,3,1,0,97,3
2022,"Virginia Beach City Public Schools","Ocean Lakes Elementary","Academic Achievement - English","All Students",SCH,78,5,8,0,91,9
2022,"Virginia Beach City Public Schools","Ocean Lakes High","Academic Achievement - English","All Students",SCH,91,0,0,0,91,9
2022,"Virginia Beach City Public Schools","Old Donation School","Academic Achievement - English","All Students",SCH,100,0,0,0,100,0
2022,"Virginia Beach City Public Schools","Parkway Elementary","Academic Achievement - English","All Students",SCH,62,3,25,0,90,10
2022,"Virginia Beach City Public Schools","Pembroke Elementary","Academic Achievement - English","All Students",SCH,74,6,12,0,93,7
2022,"Virginia Beach City Public Schools","Pembroke Meadows Elementary","Academic Achievement - English","All Students",SCH,76,5,6,0,88,12
2022,"Virginia Beach City Public Schools","Plaza Middle","Academic Achievement - English","All Students",SCH,79,4,4,0,87,13
2022,"Virginia Beach City Public Schools","Point O' View Elementary","Academic Achievement - English","All Students",SCH,58,6,17,2,84,16
2022,"Virginia Beach City Public Schools","Princess Anne Elementary","Academic Achievement - English","All Students",SCH,90,3,3,0,97,3
2022,"Virginia Beach City Public Schools","Princess Anne High","Academic Achievement - English","All Students",SCH,94,0,0,0,94,6
2022,"Virginia Beach City Public Schools","Princess Anne Middle","Academic Achievement - English","All Students",SCH,82,4,2,0,89,11
2022,"Virginia Beach City Public Schools","Providence Elementary","Academic Achievement - English","All Students",SCH,77,8,8,0,92,8
2022,"Virginia Beach City Public Schools","Red Mill Elementary","Academic Achievement - English","All Students",SCH,89,4,2,0,94,6
2022,"Virginia Beach City Public Schools","Rosemont Elementary","Academic Achievement - English","All Students",SCH,71,9,11,0,91,9
2022,"Virginia Beach City Public Schools","Rosemont Forest Elementary","Academic Achievement - English","All Students",SCH,82,5,7,0,95,5
2022,"Virginia Beach City Public Schools","Salem Elementary","Academic Achievement - English","All Students",SCH,94,0,4,0,98,2
2022,"Virginia Beach City Public Schools","Salem High","Academic Achievement - English","All Students",SCH,89,0,0,0,89,11
2022,"Virginia Beach City Public Schools","Salem Middle","Academic Achievement - English","All Students",SCH,82,4,3,0,90,10
2022,"Virginia Beach City Public Schools","Seatack Elementary an Achievable Dream Academy","Academic Achievement - English","All Students",SCH,68,9,12,0,88,12
2022,"Virginia Beach City Public Schools","Shelton Park Elementary","Academic Achievement - English","All Students",SCH,82,3,4,0,89,11
2022,"Virginia Beach City Public Schools","Strawbridge Elementary","Academic Achievement - English","All Students",SCH,90,1,5,0,96,4
2022,"Virginia Beach City Public Schools","Tallwood Elementary","Academic Achievement - English","All Students",SCH,88,5,3,0,95,5
2022,"Virginia Beach City Public Schools","Tallwood High","Academic Achievement - English","All Students",SCH,87,0,0,0,87,13
2022,"Virginia Beach City Public Schools","Thalia Elementary","Academic Achievement - English","All Students",SCH,71,7,9,0,87,13
2022,"Virginia Beach City Public Schools","Thoroughgood Elementary","Academic Achievement - English","All Students",SCH,91,2,5,0,98,2
2022,"Virginia Beach City Public Schools","Three Oaks Elementary","Academic Achievement - English","All Students",SCH,88,5,4,0,97,3
2022,"Virginia Beach City Public Schools","Trantwood Elementary","Academic Achievement - English","All Students",SCH,83,6,5,0,94,6
2022,"Virginia Beach City Public Schools","Virginia Beach Middle","Academic Achievement - English","All Students",SCH,80,2,4,1,87,13
2022,"Virginia Beach City Public Schools","W.T. Cooke Elementary","Academic Achievement - English","All Students",SCH,76,5,9,1,92,8
2022,"Virginia Beach City Public Schools","White Oaks Elementary","Academic Achievement - English","All Students",SCH,73,5,11,0,89,11
2022,"Virginia Beach City Public Schools","Williams Elementary","Academic Achievement - English","All Students",SCH,57,10,12,0,78,22
2022,"Virginia Beach City Public Schools","Windsor Oaks Elementary","Academic Achievement - English","All Students",SCH,75,4,9,1,89,11
2022,"Virginia Beach City Public Schools","Windsor Woods Elementary","Academic Achievement - English","All Students",SCH,82,6,6,1,94,6
2022,"Virginia Beach City Public Schools","Woodstock Elementary","Academic Achievement - English","All Students",SCH,72,4,12,0,88,12
2022,"Warren County Public Schools","A.S. Rhodes Elementary","Academic Achievement - English","All Students",SCH,77,3,12,1,94,6
2022,"Warren County Public Schools","E. Wilson Morrison Elementary","Academic Achievement - English","All Students",SCH,62,4,18,0,84,16
2022,"Warren County Public Schools","Hilda J. Barbour Elementary","Academic Achievement - English","All Students",SCH,67,9,13,1,90,10
2022,"Warren County Public Schools","Leslie Fox Keyser Elementary","Academic Achievement - English","All Students",SCH,67,4,12,0,84,16
2022,"Warren County Public Schools","Ressie Jeffries Elementary","Academic Achievement - English","All Students",SCH,69,7,12,0,88,12
2022,"Warren County Public Schools","Skyline High","Academic Achievement - English","All Students",SCH,84,1,0,0,85,15
2022,"Warren County Public Schools","Skyline Middle","Academic Achievement - English","All Students",SCH,54,6,10,0,70,30
2022,"Warren County Public Schools","Warren County High","Academic Achievement - English","All Students",SCH,84,0,0,1,85,15
2022,"Warren County Public Schools","Warren County Middle","Academic Achievement - English","All Students",SCH,63,3,8,0,73,27
2022,"Washington County Public Schools","Abingdon Elementary","Academic Achievement - English","All Students",SCH,83,6,6,0,96,4
2022,"Washington County Public Schools","Abingdon High","Academic Achievement - English","All Students",SCH,90,0,0,0,90,10
2022,"Washington County Public Schools","Damascus Middle","Academic Achievement - English","All Students",SCH,81,6,3,0,90,10
2022,"Washington County Public Schools","E.B. Stanley Middle","Academic Achievement - English","All Students",SCH,79,3,3,0,85,15
2022,"Washington County Public Schools","Glade Spring Middle","Academic Achievement - English","All Students",SCH,73,4,6,0,83,17
2022,"Washington County Public Schools","Greendale Elementary","Academic Achievement - English","All Students",SCH,83,8,4,0,96,4
2022,"Washington County Public Schools","High Point Elementary","Academic Achievement - English","All Students",SCH,81,8,4,0,94,6
2022,"Washington County Public Schools","Holston High","Academic Achievement - English","All Students",SCH,95,0,0,0,95,5
2022,"Washington County Public Schools","John S. Battle High","Academic Achievement - English","All Students",SCH,93,0,0,0,93,7
2022,"Washington County Public Schools","Meadowview Elementary","Academic Achievement - English","All Students",SCH,68,5,14,0,87,13
2022,"Washington County Public Schools","Patrick Henry High","Academic Achievement - English","All Students",SCH,87,0,0,0,87,13
2022,"Washington County Public Schools","Rhea Valley Elementary","Academic Achievement - English","All Students",SCH,68,7,15,0,90,10
2022,"Washington County Public Schools","Valley Institute Elementary","Academic Achievement - English","All Students",SCH,74,10,8,0,91,9
2022,"Washington County Public Schools","Wallace Middle","Academic Achievement - English","All Students",SCH,75,5,5,0,85,15
2022,"Washington County Public Schools","Watauga Elementary","Academic Achievement - English","All Students",SCH,84,9,3,0,96,4
2022,"Waynesboro City Public Schools","Berkeley Glenn Elementary ","Academic Achievement - English","All Students",SCH,52,7,20,4,82,18
2022,"Waynesboro City Public Schools","Kate Collins Middle ","Academic Achievement - English","All Students",SCH,50,5,13,1,68,32
2022,"Waynesboro City Public Schools","Waynesboro High ","Academic Achievement - English","All Students",SCH,86,0,0,1,87,13
2022,"Waynesboro City Public Schools","Wenonah Elementary ","Academic Achievement - English","All Students",SCH,49,6,26,3,84,16
2022,"Waynesboro City Public Schools","Westwood Hills Elementary ","Academic Achievement - English","All Students",SCH,64,5,12,2,83,17
2022,"Waynesboro City Public Schools","William Perry Elementary ","Academic Achievement - English","All Students",SCH,51,9,26,1,86,14
2022,"West Point Public Schools","West Point Elementary","Academic Achievement - English","All Students",SCH,86,0,6,0,91,9
2022,"West Point Public Schools","West Point Middle/High","Academic Achievement - English","All Students",SCH,79,0,2,0,80,20
2022,"Westmoreland County Public Schools","Cople Elementary","Academic Achievement - English","All Students",SCH,55,9,23,1,87,13
2022,"Westmoreland County Public Schools","Montross Middle","Academic Achievement - English","All Students",SCH,70,5,8,1,84,16
2022,"Westmoreland County Public Schools","Washington District Elementary","Academic Achievement - English","All Students",SCH,63,12,14,1,90,10
2022,"Westmoreland County Public Schools","Westmoreland High","Academic Achievement - English","All Students",SCH,94,0,0,0,94,6
2022,"Williamsburg-James City County Public Schools","Berkeley Middle","Academic Achievement - English","All Students",SCH,74,0,6,0,80,20
2022,"Williamsburg-James City County Public Schools","Clara Byrd Baker Elementary","Academic Achievement - English","All Students",SCH,67,3,17,1,88,12
2022,"Williamsburg-James City County Public Schools","D.J. Montague Elementary","Academic Achievement - English","All Students",SCH,76,3,11,1,91,9
2022,"Williamsburg-James City County Public Schools","J. Blaine Blayton Elementary","Academic Achievement - English","All Students",SCH,70,7,11,0,89,11
2022,"Williamsburg-James City County Public Schools","James Blair Middle","Academic Achievement - English","All Students",SCH,68,2,8,1,78,22
2022,"Williamsburg-James City County Public Schools","James River Elementary","Academic Achievement - English","All Students",SCH,55,8,21,2,86,14
2022,"Williamsburg-James City County Public Schools","Jamestown High","Academic Achievement - English","All Students",SCH,98,0,0,0,98,2
2022,"Williamsburg-James City County Public Schools","Lafayette High","Academic Achievement - English","All Students",SCH,85,0,0,1,86,14
2022,"Williamsburg-James City County Public Schools","Laurel Lane Elementary","Academic Achievement - English","All Students",SCH,69,6,12,1,89,11
2022,"Williamsburg-James City County Public Schools","Lois Hornsby Middle","Academic Achievement - English","All Students",SCH,82,0,5,0,86,14
2022,"Williamsburg-James City County Public Schools","Matoaka Elementary","Academic Achievement - English","All Students",SCH,79,0,9,1,89,11
2022,"Williamsburg-James City County Public Schools","Matthew Whaley Elementary","Academic Achievement - English","All Students",SCH,71,3,13,1,88,12
2022,"Williamsburg-James City County Public Schools","Norge Elementary","Academic Achievement - English","All Students",SCH,75,0,13,0,88,12
2022,"Williamsburg-James City County Public Schools","Stonehouse Elementary","Academic Achievement - English","All Students",SCH,85,0,7,0,92,8
2022,"Williamsburg-James City County Public Schools","Toano Middle","Academic Achievement - English","All Students",SCH,73,0,5,0,78,22
2022,"Williamsburg-James City County Public Schools","Warhill High","Academic Achievement - English","All Students",SCH,92,0,0,0,92,8
2022,"Winchester City Public Schools","Daniel Morgan Intermediate","Academic Achievement - English","All Students",SCH,50,7,21,2,81,19
2022,"Winchester City Public Schools","Daniel Morgan Middle","Academic Achievement - English","All Students",SCH,61,3,9,4,77,23
2022,"Winchester City Public Schools","Frederick Douglass Elementary","Academic Achievement - English","All Students",SCH,62,7,17,6,92,8
2022,"Winchester City Public Schools","Garland R. Quarles Elementary","Academic Achievement - English","All Students",SCH,48,6,28,7,89,11
2022,"Winchester City Public Schools","John Handley High","Academic Achievement - English","All Students",SCH,87,2,0,1,90,10
2022,"Winchester City Public Schools","John Kerr Elementary","Academic Achievement - English","All Students",SCH,58,8,24,3,93,7
2022,"Winchester City Public Schools","Virginia Avenue Charlotte Dehart Elementary ","Academic Achievement - English","All Students",SCH,58,5,18,9,91,9
2022,"Wise County Public Schools","Central High","Academic Achievement - English","All Students",SCH,100,0,0,0,100,0
2022,"Wise County Public Schools","Coeburn Middle","Academic Achievement - English","All Students",SCH,79,4,6,0,89,11
2022,"Wise County Public Schools","Coeburn Primary","Academic Achievement - English","All Students",SCH,85,3,8,0,97,3
