"division_id","year","metric_id","value","suppressed","n_included","n_suppressed","agg_method"
"5100060",2023,"demo_two_plus_pct",2.01609722410063,FALSE,1,0,"total_rate"
"5100060",2023,"demo_white_pct",36.2962427503259,FALSE,1,0,"total_rate"
"5100060",2023,"test_overall_perf_index",84.5982274741507,FALSE,1,0,"total_rate"
"5100060",2024,"behavior_susp_per_100",5.63291139240506,FALSE,1,0,"total_rate"
"5100060",2024,"demo_american_indian_pct",0.255200611772927,FALSE,1,0,"total_rate"
"5100060",2024,"demo_asian_pct",0.975924810914405,FALSE,1,0,"total_rate"
"5100060",2024,"demo_black_pct",37.1368212134758,FALSE,1,0,"total_rate"
"5100060",2024,"demo_hispanic_pct",24.7701440549706,FALSE,1,0,"total_rate"
"5100060",2024,"demo_native_hawaiian_pct",0.284645656486812,FALSE,1,0,"total_rate"
"5100060",2024,"demo_two_plus_pct",2.53128459670277,FALSE,1,0,"total_rate"
"5100060",2024,"demo_white_pct",35.1222909589365,FALSE,1,0,"total_rate"
"5100060",2024,"test_overall_perf_index",81.97805907173,FALSE,1,0,"total_rate"
"5100090",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100090",2022,"test_overall_perf_index",86.1041666666667,FALSE,1,0,"mean"
"5100090",2023,"behavior_susp_per_100",1.3528990694345,FALSE,1,0,"total_rate"
"5100090",2023,"demo_american_indian_pct",0.167288554863281,FALSE,1,0,"total_rate"
"5100090",2023,"demo_asian_pct",5.88124723072673,FALSE,1,0,"total_rate"
"5100090",2023,"demo_black_pct",11.9405958849086,FALSE,1,0,"total_rate"
"5100090",2023,"demo_hispanic_pct",15.8469065581315,FALSE,1,0,"total_rate"
"5100090",2023,"demo_native_hawaiian_pct",0.18819949763607,FALSE,1,0,"total_rate"
"5100090",2023,"demo_two_plus_pct",7.16963236596089,FALSE,1,0,"total_rate"
"5100090",2023,"demo_white_pct",59.0908120344202,FALSE,1,0,"total_rate"
"5100090",2023,"test_overall_perf_index",84.5641374373658,FALSE,1,0,"total_rate"
"5100090",2024,"behavior_susp_per_100",1.46367907481026,FALSE,1,0,"total_rate"
"5100090",2024,"demo_american_indian_pct",0.24818817646127,FALSE,1,0,"total_rate"
"5100090",2024,"demo_asian_pct",6.3423380759694,FALSE,1,0,"total_rate"
"5100090",2024,"demo_black_pct",11.6969027529703,FALSE,1,0,"total_rate"
"5100090",2024,"demo_hispanic_pct",16.786846077038,FALSE,1,0,"total_rate"
"5100090",2024,"demo_native_hawaiian_pct",0.164510078588457,FALSE,1,0,"total_rate"
"5100090",2024,"demo_two_plus_pct",7.13730485908774,FALSE,1,0,"total_rate"
"5100090",2024,"demo_white_pct",57.9659414089198,FALSE,1,0,"total_rate"
"5100090",2024,"test_overall_perf_index",87.585399349476,FALSE,1,0,"total_rate"
"5100120",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100120",2022,"test_overall_perf_index",85.7941176470588,FALSE,1,0,"mean"
"5100120",2023,"behavior_susp_per_100",1.93213949104618,FALSE,1,0,"total_rate"
"5100120",2023,"demo_american_indian_pct",0.154730263232576,FALSE,1,0,"total_rate"
"5100120",2023,"demo_asian_pct",6.40888320794916,FALSE,1,0,"total_rate"
"5100120",2023,"demo_black_pct",25.0890829874598,FALSE,1,0,"total_rate"
"5100120",2023,"demo_hispanic_pct",37.8288106844862,FALSE,1,0,"total_rate"
"5100120",2023,"demo_native_hawaiian_pct",0.382066319939694,FALSE,1,0,"total_rate"
"5100120",2023,"demo_two_plus_pct",3.64345797125345,FALSE,1,0,"total_rate"
"5100120",2023,"demo_white_pct",26.605400735548,FALSE,1,0,"total_rate"
"5100120",2023,"test_overall_perf_index",80.5855796418473,FALSE,1,0,"total_rate"
"5100120",2024,"behavior_susp_per_100",1.63823366385416,FALSE,1,0,"total_rate"
"5100120",2024,"demo_american_indian_pct",0.227221219074188,FALSE,1,0,"total_rate"
"5100120",2024,"demo_asian_pct",6.50067304895504,FALSE,1,0,"total_rate"
"5100120",2024,"demo_black_pct",24.2096086512922,FALSE,1,0,"total_rate"
"5100120",2024,"demo_hispanic_pct",37.6018444173248,FALSE,1,0,"total_rate"
"5100120",2024,"demo_native_hawaiian_pct",0.398218302562004,FALSE,1,0,"total_rate"
"5100120",2024,"demo_two_plus_pct",4.18516743028317,FALSE,1,0,"total_rate"
"5100120",2024,"demo_white_pct",27.0331708833176,FALSE,1,0,"total_rate"
"5100120",2024,"test_overall_perf_index",83.793034427542,FALSE,1,0,"total_rate"
"5100152",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100152",2022,"test_overall_perf_index",84.3333333333333,FALSE,1,0,"mean"
"5100152",2023,"behavior_susp_per_100",4.25196850393701,FALSE,1,0,"total_rate"
"5100152",2023,"demo_american_indian_pct",0.199974248754737,FALSE,1,0,"total_rate"
"5100152",2023,"demo_asian_pct",0.750718656302647,FALSE,1,0,"total_rate"
"5100152",2023,"demo_black_pct",6.77392682259578,FALSE,1,0,"total_rate"
"5100152",2023,"demo_hispanic_pct",3.34327060437745,FALSE,1,0,"total_rate"
"5100152",2023,"demo_two_plus_pct",5.16907579992072,FALSE,1,0,"total_rate"
"5100152",2023,"demo_white_pct",83.9615195321245,FALSE,1,0,"total_rate"
"5100152",2023,"test_overall_perf_index",74.0659448818898,FALSE,1,0,"total_rate"
"5100152",2024,"behavior_susp_per_100",0,FALSE,1,0,"total_rate"
"5100152",2024,"demo_american_indian_pct",0.153009637646747,FALSE,1,0,"total_rate"
"5100152",2024,"demo_asian_pct",0.562369920406661,FALSE,1,0,"total_rate"
"5100152",2024,"demo_black_pct",7.07382722841073,FALSE,1,0,"total_rate"
"5100152",2024,"demo_hispanic_pct",4.18683082614387,FALSE,1,0,"total_rate"
"5100152",2024,"demo_native_hawaiian_pct",0.1998001998002,FALSE,1,0,"total_rate"
"5100152",2024,"demo_two_plus_pct",6.14853647742288,FALSE,1,0,"total_rate"
"5100152",2024,"demo_white_pct",81.9485890455876,FALSE,1,0,"total_rate"
"5100152",2024,"test_overall_perf_index",76.2277856135402,FALSE,1,0,"total_rate"
"5100180",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100180",2022,"test_overall_perf_index",80.6666666666667,FALSE,1,0,"mean"
"5100180",2023,"behavior_susp_per_100",7.60673481659651,FALSE,1,0,"total_rate"
"5100180",2023,"demo_american_indian_pct",0.359341101866019,FALSE,1,0,"total_rate"
"5100180",2023,"demo_black_pct",16.8429964503326,FALSE,1,0,"total_rate"
"5100180",2023,"demo_hispanic_pct",7.83930591356929,FALSE,1,0,"total_rate"
"5100180",2023,"demo_two_plus_pct",8.96625292927157,FALSE,1,0,"total_rate"
"5100180",2023,"demo_white_pct",66.1563244332336,FALSE,1,0,"total_rate"
"5100180",2023,"test_overall_perf_index",76.2814191220686,FALSE,1,0,"total_rate"
"5100180",2024,"behavior_susp_per_100",5.35491905354919,FALSE,1,0,"total_rate"
"5100180",2024,"demo_american_indian_pct",0.298305089525513,FALSE,1,0,"total_rate"
"5100180",2024,"demo_black_pct",16.5506829221649,FALSE,1,0,"total_rate"
"5100180",2024,"demo_hispanic_pct",9.59973101318058,FALSE,1,0,"total_rate"
"5100180",2024,"demo_two_plus_pct",8.90528163952821,FALSE,1,0,"total_rate"
"5100180",2024,"demo_white_pct",64.6459993356008,FALSE,1,0,"total_rate"
"5100180",2024,"test_overall_perf_index",78.5628891656289,FALSE,1,0,"total_rate"
"5100210",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100210",2022,"test_overall_perf_index",80.6111111111111,FALSE,1,0,"mean"
"5100210",2023,"behavior_susp_per_100",2.76734284998748,FALSE,1,0,"total_rate"
"5100210",2023,"demo_american_indian_pct",1.19885450242495,FALSE,1,0,"total_rate"
"5100210",2023,"demo_asian_pct",0.558852091582496,FALSE,1,0,"total_rate"
"5100210",2023,"demo_black_pct",18.7810748243506,FALSE,1,0,"total_rate"
"5100210",2023,"demo_hispanic_pct",5.41550574913961,FALSE,1,0,"total_rate"
"5100210",2023,"demo_native_hawaiian_pct",0.202614287121329,FALSE,1,0,"total_rate"
"5100210",2023,"demo_two_plus_pct",9.84049426711586,FALSE,1,0,"total_rate"
"5100210",2023,"demo_white_pct",64.2958162629337,FALSE,1,0,"total_rate"
"5100210",2023,"test_overall_perf_index",81.3923115452041,FALSE,1,0,"total_rate"
"5100210",2024,"behavior_susp_per_100",2.63224181360202,FALSE,1,0,"total_rate"
"5100210",2024,"demo_american_indian_pct",1.1706427970799,FALSE,1,0,"total_rate"
"5100210",2024,"demo_asian_pct",0.618895351096569,FALSE,1,0,"total_rate"
"5100210",2024,"demo_black_pct",19.3451492943936,FALSE,1,0,"total_rate"
"5100210",2024,"demo_hispanic_pct",5.63034471135227,FALSE,1,0,"total_rate"
"5100210",2024,"demo_native_hawaiian_pct",0.199991165692315,FALSE,1,0,"total_rate"
"5100210",2024,"demo_two_plus_pct",9.84350531715771,FALSE,1,0,"total_rate"
"5100210",2024,"demo_white_pct",63.5230566245931,FALSE,1,0,"total_rate"
"5100210",2024,"test_overall_perf_index",80.735516372796,FALSE,1,0,"total_rate"
"5100240",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100240",2022,"test_overall_perf_index",86,FALSE,1,0,"mean"
"5100240",2023,"behavior_susp_per_100",4.8284625158831,FALSE,1,0,"total_rate"
"5100240",2023,"demo_asian_pct",0.235662866348787,FALSE,1,0,"total_rate"
"5100240",2023,"demo_black_pct",21.2841745748565,FALSE,1,0,"total_rate"
"5100240",2023,"demo_hispanic_pct",4.45928247948578,FALSE,1,0,"total_rate"
"5100240",2023,"demo_two_plus_pct",9.87745448113936,FALSE,1,0,"total_rate"
"5100240",2023,"demo_white_pct",64.2131961799476,FALSE,1,0,"total_rate"
"5100240",2023,"test_overall_perf_index",83.79902583651,FALSE,1,0,"total_rate"
"5100240",2024,"behavior_susp_per_100",3.83642495784148,FALSE,1,0,"total_rate"
"5100240",2024,"demo_asian_pct",0.327958464173799,FALSE,1,0,"total_rate"
"5100240",2024,"demo_black_pct",20.8378198603325,FALSE,1,0,"total_rate"
"5100240",2024,"demo_hispanic_pct",5.05143068869882,FALSE,1,0,"total_rate"
"5100240",2024,"demo_native_hawaiian_pct",0.1001001001001,FALSE,1,0,"total_rate"
"5100240",2024,"demo_two_plus_pct",9.67145066651812,FALSE,1,0,"total_rate"
"5100240",2024,"demo_white_pct",64.1547340764036,FALSE,1,0,"total_rate"
"5100240",2024,"test_overall_perf_index",85.6774873524452,FALSE,1,0,"total_rate"
"5100270",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100270",2022,"test_overall_perf_index",92,FALSE,1,0,"mean"
"5100270",2023,"behavior_susp_per_100",0,FALSE,1,0,"total_rate"
"5100270",2023,"demo_american_indian_pct",0.265853382072049,FALSE,1,0,"total_rate"
"5100270",2023,"demo_asian_pct",8.77823248683565,FALSE,1,0,"total_rate"
"5100270",2023,"demo_black_pct",10.618589887074,FALSE,1,0,"total_rate"
"5100270",2023,"demo_hispanic_pct",29.746632052941,FALSE,1,0,"total_rate"
"5100270",2023,"demo_native_hawaiian_pct",0.0745612889478496,FALSE,1,0,"total_rate"
"5100270",2023,"demo_two_plus_pct",8.02597303257605,FALSE,1,0,"total_rate"
"5100270",2023,"demo_white_pct",42.6193351985351,FALSE,1,0,"total_rate"
"5100270",2023,"test_overall_perf_index",90.1201357630318,FALSE,1,0,"total_rate"
"5100270",2024,"behavior_susp_per_100",0.876204326486093,FALSE,1,0,"total_rate"
"5100270",2024,"demo_american_indian_pct",0.24005592018345,FALSE,1,0,"total_rate"
"5100270",2024,"demo_asian_pct",8.97610942568872,FALSE,1,0,"total_rate"
"5100270",2024,"demo_black_pct",10.7536465885227,FALSE,1,0,"total_rate"
"5100270",2024,"demo_hispanic_pct",30.2646441302675,FALSE,1,0,"total_rate"
"5100270",2024,"demo_native_hawaiian_pct",0.07848989068568,FALSE,1,0,"total_rate"
"5100270",2024,"demo_two_plus_pct",7.92042217386657,FALSE,1,0,"total_rate"
"5100270",2024,"demo_white_pct",41.8842159639754,FALSE,1,0,"total_rate"
"5100270",2024,"test_overall_perf_index",91.4631703326668,FALSE,1,0,"total_rate"
"5100300",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100300",2022,"test_overall_perf_index",87.7352941176471,FALSE,1,0,"mean"
"5100300",2023,"behavior_susp_per_100",3.50210970464135,FALSE,1,0,"total_rate"
"5100300",2023,"demo_american_indian_pct",0.450801049140038,FALSE,1,0,"total_rate"
"5100300",2023,"demo_asian_pct",1.18932533093574,FALSE,1,0,"total_rate"
"5100300",2023,"demo_black_pct",3.82016463288158,FALSE,1,0,"total_rate"
"5100300",2023,"demo_hispanic_pct",7.1062019929003,FALSE,1,0,"total_rate"
"5100300",2023,"demo_native_hawaiian_pct",0.32865564050823,FALSE,1,0,"total_rate"
"5100300",2023,"demo_two_plus_pct",5.3651920113207,FALSE,1,0,"total_rate"
"5100300",2023,"demo_white_pct",82.3745135888385,FALSE,1,0,"total_rate"
"5100300",2023,"test_overall_perf_index",82.2103902953586,FALSE,1,0,"total_rate"
"5100300",2024,"behavior_susp_per_100",3.34662190516156,FALSE,1,0,"total_rate"
"5100300",2024,"demo_american_indian_pct",0.40647936143469,FALSE,1,0,"total_rate"
"5100300",2024,"demo_asian_pct",1.14480475905767,FALSE,1,0,"total_rate"
"5100300",2024,"demo_black_pct",3.9142385962494,FALSE,1,0,"total_rate"
"5100300",2024,"demo_hispanic_pct",7.63111145481485,FALSE,1,0,"total_rate"
"5100300",2024,"demo_native_hawaiian_pct",0.342353286740755,FALSE,1,0,"total_rate"
"5100300",2024,"demo_two_plus_pct",5.89983305103461,FALSE,1,0,"total_rate"
"5100300",2024,"demo_white_pct",81.1908252459776,FALSE,1,0,"total_rate"
"5100300",2024,"test_overall_perf_index",82.7395614771297,FALSE,1,0,"total_rate"
"5100330",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100330",2022,"test_overall_perf_index",85.5,FALSE,1,0,"mean"
"5100330",2023,"behavior_susp_per_100",1.58730158730159,FALSE,1,0,"total_rate"
"5100330",2023,"demo_asian_pct",1.08413035432534,FALSE,1,0,"total_rate"
"5100330",2023,"demo_black_pct",4.7593275804975,FALSE,1,0,"total_rate"
"5100330",2023,"demo_hispanic_pct",2.59442779442779,FALSE,1,0,"total_rate"
"5100330",2023,"demo_two_plus_pct",2.3948162948163,FALSE,1,0,"total_rate"
"5100330",2023,"demo_white_pct",90.8484515484515,FALSE,1,0,"total_rate"
"5100330",2023,"test_overall_perf_index",84.2886904761905,FALSE,1,0,"total_rate"
"5100330",2024,"behavior_susp_per_100",1.66994106090373,FALSE,1,0,"total_rate"
"5100330",2024,"demo_american_indian_pct",0.500500500500501,FALSE,1,0,"total_rate"
"5100330",2024,"demo_asian_pct",0.801879324977151,FALSE,1,0,"total_rate"
"5100330",2024,"demo_black_pct",3.72023988625167,FALSE,1,0,"total_rate"
"5100330",2024,"demo_hispanic_pct",3.31865165755146,FALSE,1,0,"total_rate"
"5100330",2024,"demo_two_plus_pct",2.53160232924477,FALSE,1,0,"total_rate"
"5100330",2024,"demo_white_pct",89.6698142150009,FALSE,1,0,"total_rate"
"5100330",2024,"test_overall_perf_index",87.2632612966601,FALSE,1,0,"total_rate"
"5100360",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100360",2022,"test_overall_perf_index",87.3684210526316,FALSE,1,0,"mean"
"5100360",2023,"behavior_susp_per_100",3.0139698603014,FALSE,1,0,"total_rate"
"5100360",2023,"demo_american_indian_pct",0.27808782304842,FALSE,1,0,"total_rate"
"5100360",2023,"demo_asian_pct",1.98215469367548,FALSE,1,0,"total_rate"
"5100360",2023,"demo_black_pct",7.76530718008906,FALSE,1,0,"total_rate"
"5100360",2023,"demo_hispanic_pct",4.9458740443496,FALSE,1,0,"total_rate"
"5100360",2023,"demo_native_hawaiian_pct",0.240785318018607,FALSE,1,0,"total_rate"
"5100360",2023,"demo_two_plus_pct",6.4662299565876,FALSE,1,0,"total_rate"
"5100360",2023,"demo_white_pct",78.8111589262252,FALSE,1,0,"total_rate"
"5100360",2023,"test_overall_perf_index",83.2368826311737,FALSE,1,0,"total_rate"
"5100360",2024,"behavior_susp_per_100",2.76459551925836,FALSE,1,0,"total_rate"
"5100360",2024,"demo_american_indian_pct",0.382106961353314,FALSE,1,0,"total_rate"
"5100360",2024,"demo_asian_pct",2.01723778329439,FALSE,1,0,"total_rate"
"5100360",2024,"demo_black_pct",7.61974434505761,FALSE,1,0,"total_rate"
"5100360",2024,"demo_hispanic_pct",5.34730818859661,FALSE,1,0,"total_rate"
"5100360",2024,"demo_native_hawaiian_pct",0.19896547400042,FALSE,1,0,"total_rate"
"5100360",2024,"demo_two_plus_pct",6.57923470582858,FALSE,1,0,"total_rate"
"5100360",2024,"demo_white_pct",78.4149283898929,FALSE,1,0,"total_rate"
"5100360",2024,"test_overall_perf_index",85.9013353934444,FALSE,1,0,"total_rate"
"5100390",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100390",2022,"test_overall_perf_index",85.75,FALSE,1,0,"mean"
"5100390",2023,"behavior_susp_per_100",1.69597989949749,FALSE,1,0,"total_rate"
"5100390",2023,"demo_american_indian_pct",0.2,FALSE,1,0,"total_rate"
"5100390",2023,"demo_asian_pct",0.993955792950768,FALSE,1,0,"total_rate"
"5100390",2023,"demo_black_pct",2.27536282812665,FALSE,1,0,"total_rate"
"5100390",2023,"demo_hispanic_pct",2.50817022173806,FALSE,1,0,"total_rate"
"5100390",2023,"demo_two_plus_pct",4.54321432336508,FALSE,1,0,"total_rate"
"5100390",2023,"demo_white_pct",89.5725129142214,FALSE,1,0,"total_rate"
"5100390",2023,"test_overall_perf_index",83.1608040201005,FALSE,1,0,"total_rate"
"5100390",2024,"behavior_susp_per_100",2.1437578814628,FALSE,1,0,"total_rate"
"5100390",2024,"demo_american_indian_pct",0.1998001998002,FALSE,1,0,"total_rate"
"5100390",2024,"demo_asian_pct",1.67298917979876,FALSE,1,0,"total_rate"
"5100390",2024,"demo_black_pct",4.03481398802962,FALSE,1,0,"total_rate"
"5100390",2024,"demo_hispanic_pct",3.27123771562611,FALSE,1,0,"total_rate"
"5100390",2024,"demo_native_hawaiian_pct",0.499500499500499,FALSE,1,0,"total_rate"
"5100390",2024,"demo_two_plus_pct",3.5629109856096,FALSE,1,0,"total_rate"
"5100390",2024,"demo_white_pct",87.0735650226193,FALSE,1,0,"total_rate"
"5100390",2024,"test_overall_perf_index",81.374527112232,FALSE,1,0,"total_rate"
"5100420",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100420",2022,"test_overall_perf_index",92.5454545454545,FALSE,1,0,"mean"
"5100420",2023,"behavior_susp_per_100",1.75789942145082,FALSE,1,0,"total_rate"
"5100420",2023,"demo_american_indian_pct",0.205406055054514,FALSE,1,0,"total_rate"
"5100420",2023,"demo_asian_pct",1.18974889996113,FALSE,1,0,"total_rate"
"5100420",2023,"demo_black_pct",1.84918536863352,FALSE,1,0,"total_rate"
"5100420",2023,"demo_hispanic_pct",5.75323673010001,FALSE,1,0,"total_rate"
"5100420",2023,"demo_native_hawaiian_pct",0.2,FALSE,1,0,"total_rate"
"5100420",2023,"demo_two_plus_pct",4.84558085178913,FALSE,1,0,"total_rate"
"5100420",2023,"demo_white_pct",86.5418609274194,FALSE,1,0,"total_rate"
"5100420",2023,"test_overall_perf_index",90.9976635514019,FALSE,1,0,"total_rate"
"5100420",2024,"behavior_susp_per_100",2.29500891265597,FALSE,1,0,"total_rate"
"5100420",2024,"demo_american_indian_pct",0.399835514803668,FALSE,1,0,"total_rate"
"5100420",2024,"demo_asian_pct",1.50889768638072,FALSE,1,0,"total_rate"
"5100420",2024,"demo_black_pct",2.04285106700436,FALSE,1,0,"total_rate"
"5100420",2024,"demo_hispanic_pct",6.11806547554543,FALSE,1,0,"total_rate"
"5100420",2024,"demo_native_hawaiian_pct",0.301024259784043,FALSE,1,0,"total_rate"
"5100420",2024,"demo_two_plus_pct",5.21322687334274,FALSE,1,0,"total_rate"
"5100420",2024,"demo_white_pct",85.480241845282,FALSE,1,0,"total_rate"
"5100420",2024,"test_overall_perf_index",91.4092023172905,FALSE,1,0,"total_rate"
"5100450",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100450",2022,"test_overall_perf_index",80.25,FALSE,1,0,"mean"
"5100450",2023,"behavior_susp_per_100",6.48888888888889,FALSE,1,0,"total_rate"
"5100450",2023,"demo_american_indian_pct",0.199886868686869,FALSE,1,0,"total_rate"
"5100450",2023,"demo_asian_pct",1.30863838383838,FALSE,1,0,"total_rate"
"5100450",2023,"demo_black_pct",9.16460606060606,FALSE,1,0,"total_rate"
"5100450",2023,"demo_hispanic_pct",5.12349090909091,FALSE,1,0,"total_rate"
"5100450",2023,"demo_native_hawaiian_pct",0.1998001998002,FALSE,1,0,"total_rate"
"5100450",2023,"demo_two_plus_pct",9.26487272727273,FALSE,1,0,"total_rate"
"5100450",2023,"demo_white_pct",74.8253737373737,FALSE,1,0,"total_rate"
"5100450",2023,"test_overall_perf_index",75.8608888888889,FALSE,1,0,"total_rate"
"5100450",2024,"behavior_susp_per_100",4.43213296398892,FALSE,1,0,"total_rate"
"5100450",2024,"demo_american_indian_pct",0.2,FALSE,1,0,"total_rate"
"5100450",2024,"demo_asian_pct",0.977100646352724,FALSE,1,0,"total_rate"
"5100450",2024,"demo_black_pct",8.24228993536473,FALSE,1,0,"total_rate"
"5100450",2024,"demo_hispanic_pct",5.73434903047091,FALSE,1,0,"total_rate"
"5100450",2024,"demo_two_plus_pct",10.1537396121884,FALSE,1,0,"total_rate"
"5100450",2024,"demo_white_pct",74.8079409048938,FALSE,1,0,"total_rate"
"5100450",2024,"test_overall_perf_index",80.4626038781163,FALSE,1,0,"total_rate"
"5100480",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100480",2022,"test_overall_perf_index",79.2,FALSE,1,0,"mean"
"5100480",2023,"behavior_susp_per_100",8.22064056939502,FALSE,1,0,"total_rate"
"5100480",2023,"demo_american_indian_pct",0.4995004995005,FALSE,1,0,"total_rate"
"5100480",2023,"demo_asian_pct",0.5462627100785,FALSE,1,0,"total_rate"
"5100480",2023,"demo_black_pct",76.8067013452067,FALSE,1,0,"total_rate"
"5100480",2023,"demo_hispanic_pct",5.40412897779446,FALSE,1,0,"total_rate"
"5100480",2023,"demo_native_hawaiian_pct",0.2,FALSE,1,0,"total_rate"
"5100480",2023,"demo_two_plus_pct",2.62625458838982,FALSE,1,0,"total_rate"
"5100480",2023,"demo_white_pct",14.6758754498256,FALSE,1,0,"total_rate"
"5100480",2023,"test_overall_perf_index",74.9740213523132,FALSE,1,0,"total_rate"
"5100480",2024,"behavior_susp_per_100",5.41218637992832,FALSE,1,0,"total_rate"
"5100480",2024,"demo_american_indian_pct",0.377011667199559,FALSE,1,0,"total_rate"
"5100480",2024,"demo_asian_pct",0.4060065644445,FALSE,1,0,"total_rate"
"5100480",2024,"demo_black_pct",77.4445980030209,FALSE,1,0,"total_rate"
"5100480",2024,"demo_hispanic_pct",5.07977626371892,FALSE,1,0,"total_rate"
"5100480",2024,"demo_native_hawaiian_pct",0.2,FALSE,1,0,"total_rate"
"5100480",2024,"demo_two_plus_pct",3.3715392812167,FALSE,1,0,"total_rate"
"5100480",2024,"demo_white_pct",13.7054518317601,FALSE,1,0,"total_rate"
"5100480",2024,"test_overall_perf_index",81.9430107526882,FALSE,1,0,"total_rate"
"5100510",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100510",2022,"test_overall_perf_index",81.6875,FALSE,1,0,"mean"
"5100510",2023,"behavior_susp_per_100",1.29975629569456,FALSE,1,0,"total_rate"
"5100510",2023,"demo_asian_pct",0.655167813552907,FALSE,1,0,"total_rate"
"5100510",2023,"demo_black_pct",0.561265600955772,FALSE,1,0,"total_rate"
"5100510",2023,"demo_hispanic_pct",1.53025168394353,FALSE,1,0,"total_rate"
"5100510",2023,"demo_native_hawaiian_pct",0.3,FALSE,1,0,"total_rate"
"5100510",2023,"demo_two_plus_pct",0.774147680411789,FALSE,1,0,"total_rate"
"5100510",2023,"demo_white_pct",97.259443258306,FALSE,1,0,"total_rate"
"5100510",2023,"test_overall_perf_index",76.5018277822908,FALSE,1,0,"total_rate"
"5100510",2024,"behavior_susp_per_100",0,FALSE,1,0,"total_rate"
"5100510",2024,"demo_american_indian_pct",0.1001001001001,FALSE,1,0,"total_rate"
"5100510",2024,"demo_asian_pct",0.700700700700701,FALSE,1,0,"total_rate"
"5100510",2024,"demo_black_pct",0.439164187974845,FALSE,1,0,"total_rate"
"5100510",2024,"demo_hispanic_pct",1.58174292879928,FALSE,1,0,"total_rate"
"5100510",2024,"demo_native_hawaiian_pct",0.3,FALSE,1,0,"total_rate"
"5100510",2024,"demo_two_plus_pct",0.6935430441528,FALSE,1,0,"total_rate"
"5100510",2024,"demo_white_pct",97.4086283929009,FALSE,1,0,"total_rate"
"5100510",2024,"test_overall_perf_index",82.6877628259041,FALSE,1,0,"total_rate"
"5100540",2022,"behavior_susp_per_100",,TRUE,0,1,"mean"
"5100540",2022,"test_overall_perf_index",77.875,FALSE,1,0,"mean"
"5100540",2023,"behavior_susp_per_100",5.31183932346723,FALSE,1,0,"total_rate"
"5100540",2023,"demo_american_indian_pct",0.38366219272955,FALSE,1,0,"total_rate"
"5100540",2023,"demo_asian_pct",0.261064425770308,FALSE,1,0,"total_rate"
"5100540",2023,"demo_black_pct",33.5591469312928,FALSE,1,0,"total_rate"
